participant,age,female,condition,target1,target2,target3,target4,target5
13_JB,28,0,vertical,0=imp,1=imp,3=imp,5=imp,6=nimp
13_JB,28,0,vertical,0=imp,1=imp,3=imp,7=imp,8=imp
13_JB,28,0,vertical,0=imp,3=imp,7=nimp,8=nimp,9=imp
13_JB,28,0,vertical,0=imp,1=imp,3=imp,4=nimp,6=imp
13_JB,28,0,vertical,0=imp,2=imp,4=imp,5=imp,6=imp
13_JB,28,0,horizontal,0=imp,1=imp,3=imp,4=imp,5=imp
13_JB,28,0,horizontal,0=imp,1=imp,3=imp,4=nimp,9=imp
13_JB,28,0,horizontal,0=imp,1=imp,3=imp,4=imp,8=imp
13_JB,28,0,vertical,1=imp,2=nimp,3=imp,4=imp,8=imp
13_JB,28,0,vertical,0=imp,2=imp,3=imp,7=imp,9=imp
13_JB,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
13_JB,28,0,vertical,0=imp,1=imp,2=nimp,4=imp,5=imp
13_JB,28,0,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
13_JB,28,0,horizontal,0=imp,1=imp,2=imp,5=imp,6=imp
13_JB,28,0,vertical,2=imp,4=imp,5=imp,8=nimp,9=nimp
13_JB,28,0,vertical,0=imp,2=nimp,4=imp,5=nimp,8=imp
13_JB,28,0,vertical,0=imp,1=imp,2=nimp,3=imp,5=imp
13_JB,28,0,vertical,0=imp,1=imp,2=imp,5=nimp,8=nimp
13_JB,28,0,vertical,0=imp,1=imp,4=imp,7=imp,8=imp
13_JB,28,0,horizontal,0=imp,1=imp,3=imp,7=imp,8=imp
13_JB,28,0,horizontal,0=imp,1=imp,3=imp,4=imp,9=imp
13_JB,28,0,vertical,0=imp,2=imp,3=imp,4=imp,9=imp
13_JB,28,0,vertical,0=imp,2=imp,5=nimp,7=imp,8=nimp
13_JB,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
13_JB,28,0,vertical,2=nimp,3=imp,4=nimp,5=imp,8=imp
13_JB,28,0,horizontal,0=imp,1=imp,4=imp,5=imp,7=nimp
13_JB,28,0,vertical,0=imp,1=imp,4=imp,5=imp,8=imp
13_JB,28,0,horizontal,0=imp,2=imp,3=imp,5=imp,6=imp
14_KH,46,1,vertical,0=imp,1=nimp,2=imp,4=imp,5=imp
14_KH,46,1,horizontal,0=imp,2=imp,4=imp,5=imp,7=imp
14_KH,46,1,vertical,0=imp,1=imp,4=imp,7=nimp,9=nimp
14_KH,46,1,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
14_KH,46,1,horizontal,0=imp,1=imp,2=imp,6=imp,8=nimp
14_KH,46,1,horizontal,0=imp,1=imp,4=imp,8=nimp,9=nimp
14_KH,46,1,horizontal,0=imp,1=imp,3=imp,6=imp,9=imp
14_KH,46,1,horizontal,0=imp,1=imp,2=imp,3=nimp,5=imp
14_KH,46,1,vertical,0=imp,1=imp,2=imp,3=imp,9=imp
14_KH,46,1,horizontal,0=imp,1=imp,4=imp,5=imp,7=imp
14_KH,46,1,vertical,0=imp,2=imp,3=imp,6=nimp,9=imp
14_KH,46,1,horizontal,0=imp,1=imp,2=imp,3=imp,7=imp
14_KH,46,1,vertical,1=imp,2=nimp,5=imp,6=imp,7=imp
14_KH,46,1,vertical,1=nimp,2=imp,3=imp,6=imp,7=imp
14_KH,46,1,vertical,0=imp,3=imp,4=nimp,5=nimp,8=imp
14_KH,46,1,horizontal,0=imp,1=imp,2=imp,3=imp,5=nimp
14_KH,46,1,vertical,0=imp,3=imp,5=imp,7=imp,9=nimp
14_KH,46,1,vertical,0=imp,1=imp,4=imp,5=nimp,9=nimp
14_KH,46,1,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
14_KH,46,1,horizontal,0=imp,1=imp,4=imp,6=nimp,7=imp
14_KH,46,1,vertical,2=imp,3=imp,4=imp,6=nimp,9=imp
14_KH,46,1,vertical,1=imp,2=imp,4=imp,5=imp,8=nimp
14_KH,46,1,horizontal,0=imp,2=imp,4=nimp,5=imp,7=imp
14_KH,46,1,vertical,0=imp,3=imp,4=imp,6=imp,7=nimp
14_KH,46,1,horizontal,2=imp,4=imp,5=imp,6=nimp,8=imp
14_KH,46,1,horizontal,0=imp,2=imp,3=imp,5=imp,6=nimp
14_KH,46,1,vertical,2=imp,3=nimp,5=imp,8=nimp,9=imp
14_KH,46,1,horizontal,0=imp,1=imp,2=imp,4=imp,5=nimp
14_KH,46,1,horizontal,0=imp,1=imp,3=imp,6=imp,8=imp
14_KH,46,1,vertical,0=imp,3=nimp,5=imp,7=imp,8=imp
14_KH,46,1,vertical,1=imp,3=nimp,4=imp,5=nimp,9=imp
14_KH,46,1,vertical,0=imp,2=imp,3=imp,4=imp,7=imp
14_KH,46,1,vertical,1=nimp,2=imp,5=nimp,7=imp,9=nimp
14_KH,46,1,vertical,0=imp,1=imp,2=imp,7=imp,9=imp
14_KH,46,1,horizontal,0=imp,2=imp,3=imp,5=imp,8=imp
14_KH,46,1,horizontal,0=imp,3=imp,4=imp,5=nimp,6=imp
14_KH,46,1,vertical,0=imp,2=imp,4=imp,5=nimp,6=nimp
14_KH,46,1,vertical,0=imp,1=imp,2=imp,4=imp,5=imp
14_KH,46,1,horizontal,0=imp,2=imp,3=nimp,4=imp,7=imp
14_KH,46,1,horizontal,0=imp,1=imp,2=imp,3=imp,7=imp
14_KH,46,1,horizontal,1=imp,2=imp,4=imp,5=nimp,7=imp
14_KH,46,1,horizontal,0=imp,2=imp,4=imp,5=nimp,8=nimp
14_KH,46,1,horizontal,0=imp,2=imp,4=nimp,8=nimp,9=imp
14_KH,46,1,horizontal,0=imp,1=imp,3=imp,6=imp,7=imp
14_KH,46,1,vertical,0=imp,3=imp,4=nimp,6=nimp,7=imp
14_KH,46,1,horizontal,0=imp,1=imp,3=imp,4=imp,6=nimp
14_KH,46,1,vertical,0=imp,2=imp,3=nimp,5=imp,7=imp
14_KH,46,1,horizontal,2=nimp,3=imp,4=nimp,6=nimp,8=imp
14_KH,46,1,vertical,0=imp,1=imp,2=imp,4=imp,5=imp
14_KH,46,1,vertical,0=imp,1=imp,2=imp,4=imp,5=imp
14_KH,46,1,vertical,0=imp,1=imp,2=imp,4=nimp,7=imp
14_KH,46,1,vertical,0=imp,3=imp,5=nimp,6=imp,9=imp
14_KH,46,1,horizontal,0=imp,1=imp,4=nimp,5=imp,6=imp
14_KH,46,1,vertical,1=nimp,3=imp,6=imp,7=imp,8=imp
14_KH,46,1,horizontal,1=imp,2=nimp,3=imp,5=imp,6=imp
14_KH,46,1,vertical,0=imp,1=imp,2=imp,3=imp,5=imp
14_KH,46,1,vertical,0=imp,1=imp,2=imp,3=imp,9=imp
14_KH,46,1,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
14_KH,46,1,vertical,1=imp,4=nimp,5=imp,6=imp,7=nimp
14_KH,46,1,horizontal,1=imp,2=imp,3=nimp,4=imp,9=imp
15_ZD,20,1,horizontal,2=imp,4=imp,6=imp,7=imp,8=nimp
15_ZD,20,1,horizontal,2=imp,3=imp,5=nimp,6=nimp,9=nimp
15_ZD,20,1,vertical,0=imp,1=imp,2=imp,4=imp,7=imp
15_ZD,20,1,horizontal,0=imp,2=imp,3=imp,4=imp,5=imp
15_ZD,20,1,vertical,0=imp,1=imp,3=imp,4=nimp,6=nimp
15_ZD,20,1,vertical,0=imp,1=imp,2=imp,4=nimp,6=nimp
15_ZD,20,1,vertical,0=imp,2=imp,3=nimp,8=nimp,9=nimp
15_ZD,20,1,vertical,0=imp,1=imp,3=imp,6=imp,7=nimp
15_ZD,20,1,horizontal,0=imp,3=nimp,4=nimp,5=imp,7=nimp
15_ZD,20,1,horizontal,1=imp,3=imp,4=imp,5=nimp,7=imp
15_ZD,20,1,horizontal,1=imp,2=nimp,3=imp,4=imp,5=nimp
15_ZD,20,1,vertical,2=nimp,3=imp,5=nimp,8=nimp,9=imp
15_ZD,20,1,vertical,0=imp,2=imp,4=imp,5=nimp,7=imp
15_ZD,20,1,vertical,0=imp,1=imp,4=imp,5=nimp,6=imp
15_ZD,20,1,vertical,0=imp,1=imp,4=imp,5=nimp,6=imp
15_ZD,20,1,horizontal,1=imp,4=imp,5=imp,6=nimp,8=nimp
15_ZD,20,1,vertical,1=imp,2=imp,4=imp,5=nimp,9=imp
15_ZD,20,1,horizontal,0=imp,1=imp,2=imp,4=nimp,6=nimp
15_ZD,20,1,horizontal,1=imp,2=imp,5=nimp,6=nimp,9=nimp
15_ZD,20,1,horizontal,0=imp,1=imp,3=imp,4=imp,5=imp
15_ZD,20,1,vertical,0=imp,2=imp,4=imp,6=imp,8=nimp
15_ZD,20,1,horizontal,0=imp,2=imp,4=nimp,6=nimp,8=imp
15_ZD,20,1,vertical,0=imp,3=nimp,5=nimp,7=imp,8=nimp
15_ZD,20,1,horizontal,0=imp,1=imp,2=imp,3=imp,4=nimp
15_ZD,20,1,vertical,2=imp,3=imp,4=imp,5=imp,9=nimp
15_ZD,20,1,vertical,0=imp,1=imp,2=imp,4=imp,9=imp
15_ZD,20,1,horizontal,0=imp,1=imp,3=imp,4=nimp,6=nimp
15_ZD,20,1,vertical,0=imp,2=nimp,4=imp,5=imp,6=imp
15_ZD,20,1,vertical,1=nimp,2=imp,6=imp,7=nimp,9=nimp
15_ZD,20,1,horizontal,0=imp,1=imp,6=nimp,7=nimp,8=imp
15_ZD,20,1,vertical,0=imp,1=imp,3=imp,6=nimp,7=nimp
15_ZD,20,1,horizontal,0=imp,2=imp,3=imp,5=imp,7=nimp
15_ZD,20,1,horizontal,1=imp,2=imp,4=imp,5=nimp,6=imp
15_ZD,20,1,vertical,0=imp,1=imp,3=imp,5=imp,8=imp
15_ZD,20,1,horizontal,1=imp,2=imp,4=nimp,6=imp,7=nimp
15_ZD,20,1,horizontal,0=imp,4=nimp,5=nimp,6=imp,8=imp
15_ZD,20,1,vertical,0=imp,1=imp,2=nimp,4=nimp,6=imp
15_ZD,20,1,vertical,1=imp,2=imp,3=imp,5=imp,9=nimp
15_ZD,20,1,vertical,0=imp,1=imp,3=imp,4=imp,5=nimp
15_ZD,20,1,vertical,3=nimp,4=imp,5=imp,7=nimp,9=nimp
15_ZD,20,1,vertical,2=imp,3=imp,5=nimp,8=imp,9=nimp
15_ZD,20,1,horizontal,0=imp,1=imp,3=imp,5=imp,8=nimp
15_ZD,20,1,vertical,2=imp,3=imp,5=nimp,6=nimp,9=imp
15_ZD,20,1,vertical,0=imp,2=imp,3=imp,6=imp,8=nimp
15_ZD,20,1,vertical,0=imp,2=imp,4=imp,7=nimp,8=nimp
15_ZD,20,1,vertical,2=nimp,4=nimp,5=imp,6=imp,9=imp
15_ZD,20,1,vertical,1=imp,3=nimp,4=imp,7=imp,9=imp
15_ZD,20,1,horizontal,0=imp,2=nimp,3=imp,6=nimp,7=imp
15_ZD,20,1,horizontal,0=imp,1=imp,2=nimp,3=nimp,5=imp
15_ZD,20,1,horizontal,0=imp,1=imp,2=imp,4=nimp,6=imp
15_ZD,20,1,horizontal,0=imp,2=imp,3=imp,7=nimp,9=imp
15_ZD,20,1,horizontal,0=imp,4=imp,5=imp,8=nimp,9=imp
15_ZD,20,1,horizontal,0=imp,3=imp,4=nimp,6=imp,7=imp
15_ZD,20,1,horizontal,1=imp,2=imp,3=imp,4=nimp,5=nimp
15_ZD,20,1,horizontal,0=imp,1=imp,2=imp,4=nimp,6=nimp
15_ZD,20,1,vertical,2=imp,4=imp,7=nimp,8=nimp,9=nimp
15_ZD,20,1,horizontal,0=imp,1=imp,5=nimp,7=imp,9=nimp
15_ZD,20,1,horizontal,0=imp,2=imp,3=imp,4=imp,5=nimp
15_ZD,20,1,horizontal,0=imp,1=imp,2=nimp,3=imp,5=imp
15_ZD,20,1,vertical,0=imp,1=imp,2=nimp,5=imp,9=nimp
16_EH,24,1,horizontal,1=imp,2=imp,3=imp,5=nimp,9=nimp
16_EH,24,1,horizontal,0=imp,2=nimp,3=imp,5=imp,8=nimp
16_EH,24,1,horizontal,0=imp,1=imp,3=imp,4=imp,7=imp
16_EH,24,1,vertical,0=imp,1=imp,3=imp,4=imp,6=nimp
16_EH,24,1,horizontal,0=imp,2=imp,3=imp,5=imp,8=imp
16_EH,24,1,vertical,0=imp,1=nimp,3=imp,4=imp,7=imp
16_EH,24,1,vertical,0=imp,1=imp,2=imp,7=nimp,9=imp
16_EH,24,1,horizontal,0=imp,1=imp,3=nimp,4=imp,8=nimp
16_EH,24,1,vertical,0=imp,4=nimp,6=imp,8=imp,9=nimp
16_EH,24,1,horizontal,1=nimp,2=imp,3=imp,4=imp,6=imp
16_EH,24,1,horizontal,0=imp,1=imp,2=imp,3=imp,7=imp
16_EH,24,1,horizontal,3=imp,4=imp,6=imp,7=nimp,9=nimp
16_EH,24,1,horizontal,1=nimp,2=imp,3=imp,4=imp,6=imp
16_EH,24,1,horizontal,0=imp,2=imp,5=nimp,7=nimp,8=imp
16_EH,24,1,vertical,0=imp,2=imp,4=imp,6=imp,9=nimp
16_EH,24,1,horizontal,1=imp,2=imp,4=nimp,5=imp,7=nimp
16_EH,24,1,vertical,2=imp,3=nimp,4=imp,7=imp,9=nimp
16_EH,24,1,horizontal,0=imp,1=imp,2=imp,5=imp,9=nimp
16_EH,24,1,horizontal,0=imp,4=imp,5=imp,6=nimp,7=nimp
16_EH,24,1,vertical,1=imp,2=imp,4=nimp,6=nimp,7=imp
16_EH,24,1,vertical,1=imp,2=imp,5=nimp,6=nimp,8=nimp
16_EH,24,1,vertical,1=imp,2=imp,3=imp,5=nimp,6=imp
16_EH,24,1,vertical,0=imp,4=imp,5=imp,7=imp,8=nimp
16_EH,24,1,horizontal,0=imp,1=imp,4=imp,5=nimp,8=nimp
16_EH,24,1,vertical,0=imp,1=imp,2=imp,4=imp,6=imp
16_EH,24,1,vertical,1=imp,4=nimp,6=imp,7=nimp,9=imp
16_EH,24,1,horizontal,0=imp,1=imp,5=nimp,7=imp,9=imp
16_EH,24,1,vertical,0=imp,2=imp,4=imp,5=imp,6=imp
16_EH,24,1,horizontal,3=imp,5=imp,7=nimp,8=nimp,9=nimp
16_EH,24,1,horizontal,1=imp,3=imp,6=nimp,8=nimp,9=imp
16_EH,24,1,horizontal,1=imp,2=imp,3=nimp,5=imp,8=nimp
16_EH,24,1,vertical,1=imp,2=imp,3=nimp,5=imp,6=nimp
16_EH,24,1,vertical,0=imp,1=imp,3=nimp,6=imp,9=imp
16_EH,24,1,vertical,0=imp,1=imp,2=imp,8=nimp,9=imp
16_EH,24,1,horizontal,0=imp,1=imp,3=imp,8=imp,9=nimp
16_EH,24,1,horizontal,0=imp,1=imp,2=imp,5=imp,8=nimp
16_EH,24,1,vertical,0=imp,1=imp,4=nimp,6=imp,9=imp
16_EH,24,1,vertical,1=imp,2=nimp,6=nimp,8=nimp,9=nimp
16_EH,24,1,vertical,0=imp,1=imp,3=imp,4=imp,5=imp
16_EH,24,1,horizontal,0=imp,1=nimp,2=imp,4=imp,6=imp
16_EH,24,1,vertical,1=imp,2=imp,4=imp,7=nimp,8=imp
16_EH,24,1,horizontal,0=imp,1=imp,3=imp,6=imp,7=imp
16_EH,24,1,vertical,0=imp,2=nimp,3=imp,6=nimp,7=imp
16_EH,24,1,horizontal,0=imp,2=imp,3=imp,4=imp,6=imp
16_EH,24,1,horizontal,1=imp,2=imp,5=imp,8=nimp,9=nimp
16_EH,24,1,horizontal,1=imp,2=nimp,5=imp,7=imp,9=nimp
16_EH,24,1,vertical,2=imp,4=imp,5=nimp,6=imp,7=imp
16_EH,24,1,horizontal,0=imp,1=imp,2=imp,3=nimp,9=imp
16_EH,24,1,vertical,0=imp,2=imp,4=imp,6=nimp,7=imp
16_EH,24,1,horizontal,1=imp,2=imp,3=imp,5=nimp,7=imp
16_EH,24,1,vertical,0=imp,1=imp,3=imp,5=imp,6=imp
16_EH,24,1,vertical,1=imp,2=nimp,3=imp,7=nimp,8=nimp
16_EH,24,1,vertical,0=imp,1=imp,2=imp,5=imp,9=nimp
16_EH,24,1,vertical,0=imp,2=imp,3=nimp,5=nimp,8=nimp
16_EH,24,1,horizontal,0=imp,3=imp,5=imp,6=imp,8=nimp
16_EH,24,1,horizontal,0=imp,3=imp,6=nimp,7=nimp,9=imp
16_EH,24,1,horizontal,1=nimp,2=imp,4=imp,5=imp,9=nimp
16_EH,24,1,vertical,1=imp,4=nimp,5=nimp,7=nimp,8=imp
16_EH,24,1,vertical,0=imp,1=nimp,2=imp,3=imp,9=nimp
16_EH,24,1,vertical,0=imp,1=imp,3=imp,4=imp,5=imp
17_GS,22,0,vertical,0=imp,1=imp,3=nimp,6=imp,9=imp
17_GS,22,0,horizontal,0=imp,1=imp,2=imp,4=imp,7=imp
17_GS,22,0,horizontal,0=imp,1=imp,3=imp,4=imp,7=imp
17_GS,22,0,horizontal,0=imp,1=imp,2=imp,3=nimp,7=imp
17_GS,22,0,vertical,0=imp,1=imp,2=imp,3=imp,7=imp
17_GS,22,0,horizontal,1=imp,2=imp,4=imp,6=nimp,9=imp
17_GS,22,0,horizontal,0=imp,2=imp,3=imp,5=imp,6=imp
17_GS,22,0,vertical,0=imp,1=imp,2=imp,5=imp,7=imp
17_GS,22,0,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
17_GS,22,0,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
17_GS,22,0,horizontal,0=imp,2=imp,3=imp,4=imp,8=imp
17_GS,22,0,vertical,0=imp,1=imp,2=imp,4=imp,8=imp
17_GS,22,0,vertical,0=imp,1=imp,3=nimp,4=imp,6=imp
17_GS,22,0,horizontal,0=imp,2=imp,3=imp,4=imp,9=imp
17_GS,22,0,vertical,0=imp,1=imp,3=imp,4=imp,5=imp
17_GS,22,0,vertical,0=imp,1=imp,2=nimp,3=imp,4=imp
17_GS,22,0,horizontal,0=imp,3=imp,7=imp,8=nimp,9=imp
17_GS,22,0,horizontal,1=imp,2=imp,5=imp,8=imp,9=nimp
17_GS,22,0,vertical,0=imp,1=imp,3=imp,5=imp,8=imp
17_GS,22,0,horizontal,0=imp,2=imp,3=imp,6=imp,9=imp
17_GS,22,0,vertical,0=imp,1=imp,3=imp,4=imp,5=imp
17_GS,22,0,horizontal,0=imp,1=imp,2=imp,4=imp,7=imp
17_GS,22,0,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
17_GS,22,0,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
17_GS,22,0,horizontal,0=imp,1=imp,2=imp,5=imp,9=nimp
17_GS,22,0,vertical,0=imp,3=imp,4=imp,6=nimp,8=imp
17_GS,22,0,vertical,0=imp,3=imp,4=imp,5=imp,9=imp
17_GS,22,0,horizontal,0=imp,1=imp,2=imp,4=imp,6=nimp
17_GS,22,0,vertical,0=imp,1=imp,2=imp,4=imp,9=imp
17_GS,22,0,horizontal,0=imp,1=imp,2=imp,5=imp,8=nimp
17_GS,22,0,horizontal,0=imp,1=imp,3=imp,4=imp,6=imp
17_GS,22,0,vertical,2=imp,3=imp,5=imp,7=nimp,9=imp
17_GS,22,0,vertical,0=imp,1=imp,2=imp,3=imp,6=imp
17_GS,22,0,vertical,0=imp,1=imp,2=imp,6=imp,9=imp
17_GS,22,0,vertical,1=imp,2=imp,3=imp,8=nimp,9=imp
17_GS,22,0,horizontal,0=imp,1=imp,3=imp,6=imp,7=imp
17_GS,22,0,horizontal,0=imp,1=imp,3=imp,4=imp,5=imp
17_GS,22,0,vertical,0=imp,3=imp,5=nimp,8=imp,9=nimp
17_GS,22,0,vertical,0=imp,1=imp,2=imp,8=imp,9=imp
17_GS,22,0,horizontal,0=imp,2=imp,3=imp,4=nimp,5=imp
17_GS,22,0,horizontal,0=imp,1=imp,3=imp,4=imp,8=imp
17_GS,22,0,vertical,0=imp,1=imp,4=imp,5=imp,7=imp
17_GS,22,0,horizontal,2=imp,3=imp,4=imp,6=imp,8=nimp
17_GS,22,0,vertical,0=imp,1=imp,3=nimp,5=imp,6=imp
17_GS,22,0,vertical,0=imp,1=imp,2=imp,3=imp,9=imp
17_GS,22,0,horizontal,0=imp,2=imp,6=imp,7=nimp,9=imp
17_GS,22,0,vertical,0=imp,3=imp,4=nimp,5=imp,7=imp
17_GS,22,0,horizontal,0=imp,1=imp,2=imp,3=imp,7=imp
17_GS,22,0,horizontal,0=imp,1=imp,4=imp,6=imp,8=imp
17_GS,22,0,vertical,0=imp,2=imp,4=imp,5=nimp,8=imp
17_GS,22,0,vertical,0=imp,1=imp,2=imp,3=nimp,7=imp
17_GS,22,0,vertical,0=imp,1=imp,2=imp,4=imp,8=imp
17_GS,22,0,vertical,0=imp,2=imp,4=imp,5=imp,9=nimp
17_GS,22,0,vertical,0=imp,2=imp,3=imp,4=imp,6=imp
17_GS,22,0,horizontal,0=imp,1=imp,2=imp,3=imp,7=nimp
17_GS,22,0,horizontal,0=imp,1=imp,2=imp,4=imp,9=imp
17_GS,22,0,vertical,0=imp,1=imp,2=imp,5=imp,6=imp
17_GS,22,0,vertical,0=imp,2=imp,4=nimp,6=imp,8=imp
17_GS,22,0,horizontal,0=imp,2=imp,3=imp,5=imp,7=imp
17_GS,22,0,vertical,0=imp,1=imp,2=imp,5=imp,7=imp
18_MD,23,1,horizontal,0=imp,2=imp,4=imp,6=nimp,7=imp
18_MD,23,1,horizontal,0=imp,1=imp,2=imp,5=imp,6=imp
18_MD,23,1,vertical,0=imp,1=imp,2=imp,3=imp,9=nimp
18_MD,23,1,vertical,0=imp,1=imp,3=imp,5=imp,6=nimp
18_MD,23,1,vertical,0=imp,1=nimp,3=nimp,5=imp,7=imp
18_MD,23,1,vertical,0=imp,1=imp,2=imp,5=imp,8=nimp
18_MD,23,1,vertical,0=imp,1=imp,2=imp,3=imp,7=imp
18_MD,23,1,horizontal,0=imp,1=imp,3=imp,4=imp,5=imp
18_MD,23,1,vertical,0=imp,1=imp,4=imp,6=imp,9=imp
18_MD,23,1,vertical,0=imp,2=imp,4=imp,5=imp,6=nimp
18_MD,23,1,vertical,0=imp,1=imp,3=imp,5=imp,6=imp
18_MD,23,1,horizontal,0=imp,1=imp,2=imp,5=imp,8=imp
18_MD,23,1,horizontal,0=imp,2=imp,3=imp,4=imp,8=imp
18_MD,23,1,vertical,0=imp,1=imp,2=imp,4=imp,9=imp
18_MD,23,1,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
18_MD,23,1,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
18_MD,23,1,vertical,0=imp,2=imp,3=imp,4=imp,9=nimp
18_MD,23,1,vertical,0=imp,1=imp,5=imp,7=imp,8=imp
18_MD,23,1,vertical,0=imp,1=imp,2=imp,3=imp,6=imp
18_MD,23,1,vertical,0=imp,1=imp,4=imp,7=imp,9=imp
18_MD,23,1,horizontal,1=imp,2=imp,3=nimp,4=imp,5=imp
18_MD,23,1,vertical,0=imp,1=imp,5=imp,6=imp,8=imp
18_MD,23,1,vertical,0=imp,1=imp,2=nimp,4=imp,5=imp
18_MD,23,1,horizontal,0=imp,2=imp,4=imp,6=imp,8=nimp
18_MD,23,1,horizontal,0=imp,1=imp,3=imp,5=imp,9=imp
18_MD,23,1,horizontal,0=imp,1=imp,3=imp,5=nimp,8=imp
18_MD,23,1,vertical,0=imp,3=imp,4=imp,7=imp,9=nimp
18_MD,23,1,horizontal,0=imp,2=imp,3=imp,6=imp,9=imp
18_MD,23,1,vertical,0=imp,1=imp,2=imp,4=imp,5=imp
18_MD,23,1,vertical,2=imp,3=imp,4=imp,5=nimp,9=imp
18_MD,23,1,vertical,0=imp,2=imp,4=imp,6=imp,7=nimp
18_MD,23,1,horizontal,0=imp,1=imp,2=imp,5=imp,9=imp
18_MD,23,1,horizontal,0=imp,1=imp,5=imp,6=imp,8=imp
18_MD,23,1,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
18_MD,23,1,vertical,0=imp,1=imp,2=imp,3=imp,7=nimp
18_MD,23,1,horizontal,0=imp,2=imp,4=nimp,5=imp,6=imp
18_MD,23,1,vertical,1=imp,2=imp,3=imp,4=nimp,8=nimp
18_MD,23,1,vertical,0=imp,1=imp,3=imp,4=nimp,8=nimp
18_MD,23,1,vertical,0=imp,1=imp,3=imp,4=imp,5=nimp
18_MD,23,1,horizontal,0=imp,2=imp,3=imp,4=imp,9=imp
18_MD,23,1,horizontal,0=imp,3=imp,4=nimp,5=imp,7=nimp
18_MD,23,1,horizontal,0=imp,1=imp,2=imp,3=imp,4=nimp
18_MD,23,1,vertical,0=imp,1=imp,3=imp,4=imp,7=nimp
18_MD,23,1,horizontal,1=imp,2=imp,4=imp,5=imp,6=nimp
18_MD,23,1,vertical,0=imp,1=imp,3=nimp,4=imp,9=imp
18_MD,23,1,vertical,0=imp,2=nimp,6=nimp,8=imp,9=imp
18_MD,23,1,horizontal,0=imp,1=imp,2=imp,3=nimp,7=imp
18_MD,23,1,horizontal,0=imp,2=imp,5=imp,6=imp,8=imp
18_MD,23,1,horizontal,0=imp,1=imp,3=nimp,6=imp,8=nimp
18_MD,23,1,vertical,1=imp,2=nimp,3=imp,5=imp,9=nimp
18_MD,23,1,horizontal,0=imp,1=imp,2=imp,5=imp,9=imp
18_MD,23,1,vertical,0=imp,1=imp,2=imp,3=imp,4=imp
18_MD,23,1,horizontal,0=imp,1=imp,2=imp,4=imp,9=imp
18_MD,23,1,vertical,0=imp,1=imp,3=imp,4=imp,5=nimp
18_MD,23,1,horizontal,1=imp,2=imp,4=nimp,5=imp,8=imp
18_MD,23,1,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
18_MD,23,1,horizontal,0=imp,1=imp,3=imp,4=imp,7=imp
18_MD,23,1,vertical,0=imp,1=imp,3=imp,5=imp,7=imp
18_MD,23,1,horizontal,0=imp,1=nimp,2=imp,3=imp,6=imp
18_MD,23,1,horizontal,0=imp,1=imp,2=imp,5=imp,8=imp
18_MD,23,1,horizontal,0=imp,3=imp,4=imp,6=imp,9=nimp
18_MD,23,1,vertical,0=imp,1=imp,3=imp,8=imp,9=imp
18_MD,23,1,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
19_IL,21,1,vertical,0=imp,1=imp,3=imp,4=imp,5=imp
19_IL,21,1,vertical,0=imp,1=imp,2=imp,4=imp,9=imp
19_IL,21,1,horizontal,0=imp,3=imp,4=nimp,5=imp,6=imp
19_IL,21,1,vertical,0=imp,1=imp,4=imp,5=imp,7=imp
19_IL,21,1,horizontal,0=imp,1=imp,3=imp,7=imp,8=imp
19_IL,21,1,horizontal,0=imp,1=imp,2=imp,5=imp,6=imp
19_IL,21,1,vertical,1=imp,2=imp,3=imp,5=imp,6=nimp
19_IL,21,1,horizontal,0=imp,1=imp,2=imp,3=imp,9=imp
19_IL,21,1,vertical,2=imp,4=imp,5=imp,8=nimp,9=imp
19_IL,21,1,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
19_IL,21,1,vertical,0=imp,1=imp,4=imp,8=imp,9=imp
19_IL,21,1,horizontal,0=imp,1=imp,2=imp,5=imp,8=imp
19_IL,21,1,vertical,0=imp,1=imp,5=nimp,6=imp,7=imp
19_IL,21,1,horizontal,1=imp,2=imp,3=imp,5=nimp,6=imp
19_IL,21,1,vertical,0=imp,1=imp,3=imp,5=nimp,6=nimp
19_IL,21,1,vertical,0=imp,1=imp,2=imp,4=imp,8=imp
19_IL,21,1,horizontal,0=imp,1=imp,2=imp,3=imp,8=imp
19_IL,21,1,horizontal,0=imp,1=imp,3=imp,6=imp,7=imp
19_IL,21,1,horizontal,0=imp,1=imp,2=imp,4=imp,8=imp
19_IL,21,1,vertical,0=imp,1=imp,3=imp,4=imp,6=imp
19_IL,21,1,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
19_IL,21,1,vertical,0=imp,1=imp,2=imp,3=imp,6=imp
